state,time,hpiclst,ticker
0,1985q3,52.50127,EC.USD.HPI.CORELOGIC
0,1985q4,53.12833,EC.USD.HPI.CORELOGIC
0,1986q1,54.50307,EC.USD.HPI.CORELOGIC
0,1986q2,55.42226,EC.USD.HPI.CORELOGIC
0,1986q3,57.00997,EC.USD.HPI.CORELOGIC
0,1986q4,57.71827,EC.USD.HPI.CORELOGIC
0,1987q1,59.7605,EC.USD.HPI.CORELOGIC
0,1987q2,61.37253,EC.USD.HPI.CORELOGIC
0,1987q3,63.2713,EC.USD.HPI.CORELOGIC
0,1987q4,63.872,EC.USD.HPI.CORELOGIC
0,1988q1,65.27593,EC.USD.HPI.CORELOGIC
0,1988q2,66.3931,EC.USD.HPI.CORELOGIC
0,1988q3,68.80217,EC.USD.HPI.CORELOGIC
0,1988q4,69.9115,EC.USD.HPI.CORELOGIC
0,1989q1,71.71404,EC.USD.HPI.CORELOGIC
0,1989q2,73.17284,EC.USD.HPI.CORELOGIC
0,1989q3,74.01524,EC.USD.HPI.CORELOGIC
0,1989q4,74.62447,EC.USD.HPI.CORELOGIC
0,1990q1,75.24433,EC.USD.HPI.CORELOGIC
0,1990q2,75.77467,EC.USD.HPI.CORELOGIC
0,1990q3,75.88327,EC.USD.HPI.CORELOGIC
0,1990q4,74.9662,EC.USD.HPI.CORELOGIC
0,1991q1,74.08163,EC.USD.HPI.CORELOGIC
0,1991q2,74.57214,EC.USD.HPI.CORELOGIC
0,1991q3,75.17056,EC.USD.HPI.CORELOGIC
0,1991q4,74.45107,EC.USD.HPI.CORELOGIC
0,1992q1,74.1522,EC.USD.HPI.CORELOGIC
0,1992q2,74.66293,EC.USD.HPI.CORELOGIC
0,1992q3,74.8874,EC.USD.HPI.CORELOGIC
0,1992q4,74.72227,EC.USD.HPI.CORELOGIC
0,1993q1,74.53487,EC.USD.HPI.CORELOGIC
0,1993q2,75.3426,EC.USD.HPI.CORELOGIC
0,1993q3,76.32156,EC.USD.HPI.CORELOGIC
0,1993q4,76.68697,EC.USD.HPI.CORELOGIC
0,1994q1,76.66883,EC.USD.HPI.CORELOGIC
0,1994q2,77.1401,EC.USD.HPI.CORELOGIC
0,1994q3,77.96813,EC.USD.HPI.CORELOGIC
0,1994q4,77.7756,EC.USD.HPI.CORELOGIC
0,1995q1,77.606,EC.USD.HPI.CORELOGIC
0,1995q2,78.48714,EC.USD.HPI.CORELOGIC
0,1995q3,79.7072,EC.USD.HPI.CORELOGIC
0,1995q4,79.5732,EC.USD.HPI.CORELOGIC
0,1996q1,79.98597,EC.USD.HPI.CORELOGIC
0,1996q2,81.09137,EC.USD.HPI.CORELOGIC
0,1996q3,81.8991,EC.USD.HPI.CORELOGIC
0,1996q4,81.5911,EC.USD.HPI.CORELOGIC
0,1997q1,82.04131,EC.USD.HPI.CORELOGIC
0,1997q2,83.27417,EC.USD.HPI.CORELOGIC
0,1997q3,84.69807,EC.USD.HPI.CORELOGIC
0,1997q4,85.21017,EC.USD.HPI.CORELOGIC
0,1998q1,87.08434,EC.USD.HPI.CORELOGIC
0,1998q2,89.06583,EC.USD.HPI.CORELOGIC
0,1998q3,90.7103,EC.USD.HPI.CORELOGIC
0,1998q4,91.69857,EC.USD.HPI.CORELOGIC
0,1999q1,93.22176,EC.USD.HPI.CORELOGIC
0,1999q2,95.515,EC.USD.HPI.CORELOGIC
0,1999q3,97.56406,EC.USD.HPI.CORELOGIC
0,1999q4,98.5974,EC.USD.HPI.CORELOGIC
0,2000q1,101.313,EC.USD.HPI.CORELOGIC
0,2000q2,104.9138,EC.USD.HPI.CORELOGIC
0,2000q3,107.433,EC.USD.HPI.CORELOGIC
0,2000q4,108.8358,EC.USD.HPI.CORELOGIC
0,2001q1,112.0913,EC.USD.HPI.CORELOGIC
0,2001q2,114.99,EC.USD.HPI.CORELOGIC
0,2001q3,117.1532,EC.USD.HPI.CORELOGIC
0,2001q4,118.3269,EC.USD.HPI.CORELOGIC
0,2002q1,121.0382,EC.USD.HPI.CORELOGIC
0,2002q2,124.6938,EC.USD.HPI.CORELOGIC
0,2002q3,128.1206,EC.USD.HPI.CORELOGIC
0,2002q4,129.4845,EC.USD.HPI.CORELOGIC
0,2003q1,133.0015,EC.USD.HPI.CORELOGIC
0,2003q2,136.5315,EC.USD.HPI.CORELOGIC
0,2003q3,139.9233,EC.USD.HPI.CORELOGIC
0,2003q4,143.3018,EC.USD.HPI.CORELOGIC
0,2004q1,149.5394,EC.USD.HPI.CORELOGIC
0,2004q2,156.437,EC.USD.HPI.CORELOGIC
0,2004q3,161.7172,EC.USD.HPI.CORELOGIC
0,2004q4,166.4029,EC.USD.HPI.CORELOGIC
0,2005q1,174.9041,EC.USD.HPI.CORELOGIC
0,2005q2,183.071,EC.USD.HPI.CORELOGIC
0,2005q3,188.8583,EC.USD.HPI.CORELOGIC
0,2005q4,193.5328,EC.USD.HPI.CORELOGIC
0,2006q1,197.5051,EC.USD.HPI.CORELOGIC
0,2006q2,198.1422,EC.USD.HPI.CORELOGIC
0,2006q3,196.5232,EC.USD.HPI.CORELOGIC
0,2006q4,197.2341,EC.USD.HPI.CORELOGIC
0,2007q1,193.4447,EC.USD.HPI.CORELOGIC
0,2007q2,189.9327,EC.USD.HPI.CORELOGIC
0,2007q3,186.4045,EC.USD.HPI.CORELOGIC
0,2007q4,180.9489,EC.USD.HPI.CORELOGIC
0,2008q1,171.5325,EC.USD.HPI.CORELOGIC
0,2008q2,165.2822,EC.USD.HPI.CORELOGIC
0,2008q3,161.3193,EC.USD.HPI.CORELOGIC
0,2008q4,153.3515,EC.USD.HPI.CORELOGIC
0,2009q1,141.9467,EC.USD.HPI.CORELOGIC
0,2009q2,142.0095,EC.USD.HPI.CORELOGIC
0,2009q3,146.1051,EC.USD.HPI.CORELOGIC
0,2009q4,145.4346,EC.USD.HPI.CORELOGIC
0,2010q1,141.8293,EC.USD.HPI.CORELOGIC
0,2010q2,144.8473,EC.USD.HPI.CORELOGIC
0,2010q3,144.875,EC.USD.HPI.CORELOGIC
0,2010q4,140.6521,EC.USD.HPI.CORELOGIC
0,2011q1,135.5637,EC.USD.HPI.CORELOGIC
0,2011q2,137.7655,EC.USD.HPI.CORELOGIC
0,2011q3,140.1606,EC.USD.HPI.CORELOGIC
0,2011q4,136.7264,EC.USD.HPI.CORELOGIC
0,2012q1,135.3601,EC.USD.HPI.CORELOGIC
0,2012q2,142.157,EC.USD.HPI.CORELOGIC
0,2012q3,147.2027,EC.USD.HPI.CORELOGIC
0,2012q4,147.1007,EC.USD.HPI.CORELOGIC
0,2013q1,148.8331,EC.USD.HPI.CORELOGIC
0,2013q2,158.2836,EC.USD.HPI.CORELOGIC
0,2013q3,164.0754,EC.USD.HPI.CORELOGIC
0,2013q4,164.1532,EC.USD.HPI.CORELOGIC
0,2014q1,165.5449,EC.USD.HPI.CORELOGIC
0,2014q2,171.0329,EC.USD.HPI.CORELOGIC
0,2014q3,173.25,EC.USD.HPI.CORELOGIC
0,2014q4,172.3747,EC.USD.HPI.CORELOGIC
10180,1976q1,29.2366,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1976q2,28.78177,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1976q3,30.467,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1976q4,30.99173,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1977q1,32.67207,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1977q2,33.8564,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1977q3,34.7398,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1977q4,37.31573,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1978q1,39.1426,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1978q2,41.64277,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1978q3,42.58873,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1978q4,43.41947,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1979q1,44.17757,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1979q2,44.38303,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1979q3,46.614,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1979q4,47.55937,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1980q1,49.81647,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1980q2,52.6669,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1980q3,52.7301,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1980q4,53.89123,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1981q1,54.55437,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1981q2,57.25647,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1981q3,59.34953,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1981q4,58.91963,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1982q1,60.32117,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1982q2,60.1733,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1982q3,60.55233,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1982q4,62.0941,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1983q1,62.66127,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1983q2,62.15163,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1983q3,64.61587,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1983q4,65.7629,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1984q1,67.26543,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1984q2,68.90193,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1984q3,69.82753,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1984q4,70.85543,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1985q1,71.94933,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1985q2,72.84,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1985q3,73.2622,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1985q4,73.4105,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1986q1,73.15147,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1986q2,73.0633,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1986q3,72.45477,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1986q4,70.9633,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1987q1,69.76054,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1987q2,68.93224,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1987q3,68.7269,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1987q4,67.72273,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1988q1,64.60844,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1988q2,63.54197,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1988q3,63.3714,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1988q4,62.3665,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1989q1,62.37247,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1989q2,62.58213,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1989q3,63.3013,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1989q4,62.93937,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1990q1,62.81227,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1990q2,63.64763,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1990q3,64.08804,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1990q4,63.91563,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1991q1,63.2507,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1991q2,64.2178,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1991q3,65.24093,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1991q4,65.3906,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1992q1,66.48666,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1992q2,66.81374,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1992q3,68.4691,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1992q4,69.111,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1993q1,69.02393,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1993q2,71.0534,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1993q3,73.13623,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1993q4,73.99464,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1994q1,74.52383,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1994q2,75.22543,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1994q3,76.12217,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1994q4,75.79533,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1995q1,75.9018,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1995q2,75.39616,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1995q3,75.75077,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1995q4,75.75166,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1996q1,78.2368,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1996q2,80.16157,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1996q3,81.3547,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1996q4,81.44897,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1997q1,82.03117,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1997q2,82.78139,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1997q3,83.74903,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1997q4,82.9342,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1998q1,83.99107,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1998q2,86.6003,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1998q3,91.6812,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1998q4,90.45347,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1999q1,94.34047,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1999q2,97.4961,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1999q3,99.2549,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,1999q4,100.5144,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2000q1,100.3194,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2000q2,103.8216,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2000q3,107.3245,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2000q4,108.7428,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2001q1,115.2633,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2001q2,117.3396,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2001q3,117.6255,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2001q4,116.9295,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2002q1,119.1485,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2002q2,119.2234,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2002q3,119.258,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2002q4,119.5545,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2003q1,121.8321,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2003q2,121.2462,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2003q3,121.2623,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2003q4,120.4051,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2004q1,124.2042,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2004q2,122.9297,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2004q3,125.8516,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2004q4,127.9617,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2005q1,131.1767,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2005q2,133.3357,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2005q3,140.1328,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2005q4,138.3933,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2006q1,140.2783,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2006q2,142.7547,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2006q3,148.755,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2006q4,146.8797,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2007q1,146.8363,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2007q2,149.4858,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2007q3,151.1146,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2007q4,150.4884,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2008q1,147.6869,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2008q2,145.7398,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2008q3,145.4331,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2008q4,141.873,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2009q1,142.8526,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2009q2,146.5551,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2009q3,147.9393,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2009q4,144.5217,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2010q1,145.4752,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2010q2,148.1079,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2010q3,147.1881,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2010q4,145.8714,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2011q1,143.8284,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2011q2,147.0842,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2011q3,148.0901,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2011q4,151.2903,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2012q1,149.4947,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2012q2,148.5729,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2012q3,150.5994,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2012q4,152.2789,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2013q1,155.2627,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2013q2,161.4258,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2013q3,165.7523,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2013q4,165.0962,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2014q1,168.681,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2014q2,170.4256,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2014q3,172.1628,EC.USD.HPI.TX.ABILENE.CORELOGIC
10180,2014q4,169.0795,EC.USD.HPI.TX.ABILENE.CORELOGIC
10420,1976q1,34.9925,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1976q2,35.554,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1976q3,36.60363,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1976q4,37.12283,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1977q1,37.8998,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1977q2,38.8687,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1977q3,40.1063,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1977q4,41.21177,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1978q1,41.86023,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1978q2,42.8033,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1978q3,44.58247,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1978q4,44.74633,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1979q1,44.5315,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1979q2,46.71427,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1979q3,47.44653,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1979q4,47.8358,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1980q1,47.2823,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1980q2,48.09943,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1980q3,48.57853,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1980q4,47.3854,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1981q1,47.85437,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1981q2,48.0734,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1981q3,48.57733,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1981q4,48.13483,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1982q1,47.3244,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1982q2,46.76714,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1982q3,46.7593,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1982q4,46.03383,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1983q1,46.78433,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1983q2,47.3652,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1983q3,48.32,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1983q4,47.36597,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1984q1,47.27744,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1984q2,47.61517,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1984q3,47.73803,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1984q4,47.60027,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1985q1,47.78014,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1985q2,47.9235,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1985q3,47.7525,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1985q4,48.2397,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1986q1,48.7147,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1986q2,49.7293,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1986q3,51.02203,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1986q4,50.9547,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1987q1,51.237,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1987q2,52.57113,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1987q3,54.2484,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1987q4,54.45067,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1988q1,54.1476,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1988q2,55.38903,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1988q3,57.23734,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1988q4,57.36293,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1989q1,57.72253,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1989q2,59.03347,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1989q3,60.9993,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1989q4,60.5737,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1990q1,61.98433,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1990q2,62.9481,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1990q3,64.75657,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1990q4,64.22604,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1991q1,64.3702,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1991q2,66.55023,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1991q3,67.23973,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1991q4,67.1485,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1992q1,67.38483,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1992q2,69.36397,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1992q3,70.86333,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1992q4,70.55984,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1993q1,70.90636,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1993q2,72.651,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1993q3,74.0757,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1993q4,74.75977,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1994q1,76.40343,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1994q2,77.3323,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1994q3,78.5631,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1994q4,78.9818,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1995q1,79.5867,EC.USD.HPI.OH.AKRON.CORELOGIC
10420,1995q2,81.39684,EC.USD.HPI.OH.AKRON.CORELOGIC
